Campaign_ID,Campaign_Name,Campaign_Type,Start_Date,End_Date,Budget,Impressions,Clicks,Conversions,Conversion_Rate,Revenue,Target_Audience
CAM-234,Holiday Discount,Influencer,2024-01-29,2024-02-27,144393,248588,10368,574,0.05539764529153257,2288538,25-34
CAM-235,TV Campaign X,Email,2024-05-28,2024-06-09,353492,39681,1655,252,0.1527366954387219,1659420,35-44
CAM-236,App Promo,Social Media,2024-09-23,2024-10-02,440599,96328,4017,287,0.07157351880688213,1193633,35-44
CAM-237,Social Media Blitz,Email,2024-10-22,2024-11-19,385960,223512,9322,1533,0.16447525622352735,8477490,25-34
CAM-238,Black Friday Deal,Influencer,2024-01-11,2024-01-28,219754,463005,19312,3852,0.1995028219826485,6475212,25-34
CAM-239,Influencer Promo,App,2024-06-12,2024-07-03,133053,310505,12951,329,0.02540468095929071,2057566,35-44
CAM-240,Email Campaign A,App,2024-04-22,2024-05-20,482406,462719,19300,3503,0.18152585584236774,7261719,45-54
CAM-241,New Year Sale,TV,2024-07-05,2024-07-16,193965,39540,1649,217,0.13207349604775845,734979,18-24
CAM-242,App Promo,Email,2024-10-21,2024-11-16,176892,162608,6782,1323,0.1952088714496678,4885839,18-24
CAM-243,New Year Sale,Email,2024-08-19,2024-09-04,338406,89700,3741,387,0.10370171315475699,2066580,35-44
CAM-244,Black Friday Deal,TV,2024-08-14,2024-09-01,144832,461259,19239,3319,0.1725298275028473,10474764,25-34
CAM-245,TV Campaign X,TV,2024-11-05,2024-11-26,163262,345676,14418,450,0.0312309323476899,4034700,45-54
CAM-246,Black Friday Deal,TV,2024-04-07,2024-04-30,77411,192647,8035,645,0.08035022901409324,2309100,35-44
CAM-247,Summer Sale,Influencer,2024-02-24,2024-03-11,295521,394770,16465,527,0.032062976795217794,4351439,18-24
CAM-248,Product Launch,Email,2024-04-20,2024-05-02,449953,401087,16729,3271,0.1955617640262327,10333089,55+
CAM-249,Email Campaign A,Influencer,2024-05-31,2024-06-24,472785,51002,2127,355,0.16705530330893062,2759060,25-34
CAM-250,Product Launch,TV,2024-09-02,2024-09-21,48211,54812,2286,396,0.1734585358242747,1040292,55+
CAM-251,Black Friday Deal,Email,2024-03-09,2024-03-18,223981,420842,17553,3314,0.18883374165810096,30551766,35-44
CAM-252,TV Campaign X,Influencer,2024-11-07,2024-11-23,275888,196051,8177,288,0.03531862750156137,2327040,18-24
CAM-253,TV Campaign X,Influencer,2024-10-15,2024-11-04,266638,474273,19782,1768,0.08940756665240002,5277480,45-54
CAM-254,Holiday Discount,TV,2024-09-06,2024-09-18,297139,262906,10965,359,0.03278628002792038,3406192,55+
CAM-255,App Promo,Email,2024-02-05,2024-02-14,158049,113946,4752,275,0.05794275827900515,874775,45-54
CAM-256,Holiday Discount,TV,2024-08-26,2024-09-17,239010,71668,2989,183,0.06128583986678103,603168,18-24
CAM-257,Email Campaign A,Email,2024-05-27,2024-06-09,44542,104003,4337,452,0.10443929798856418,3690128,55+
CAM-258,Email Campaign A,App,2024-08-14,2024-09-09,20651,216142,9015,616,0.06834119014165567,2215752,45-54
CAM-259,Email Campaign A,Social Media,2024-08-31,2024-09-20,109239,225462,9404,359,0.038176059227196996,682459,45-54
CAM-260,New Year Sale,Social Media,2024-12-02,2024-12-17,351075,310142,12936,648,0.050148396036939394,4574880,55+
CAM-261,Holiday Discount,Social Media,2024-12-30,2025-01-20,236416,199886,8337,387,0.046509601439376366,1035999,18-24
CAM-262,New Year Sale,TV,2024-07-19,2024-08-15,374256,109601,4571,892,0.1951538236242137,3461852,45-54
CAM-263,Product Launch,App,2024-06-02,2024-06-11,288859,443823,18512,2900,0.15667265124532526,19203800,35-44
CAM-264,App Promo,Email,2024-03-13,2024-03-21,447625,274956,11468,2227,0.19419706374852116,20158804,55+
CAM-265,Black Friday Deal,Influencer,2024-07-19,2024-07-27,165378,66844,2788,276,0.09915328757142355,656328,25-34
CAM-266,Influencer Promo,Email,2024-10-22,2024-10-31,160158,206165,8599,602,0.07010632669927819,1353296,25-34
CAM-267,Holiday Discount,Influencer,2024-01-17,2024-02-10,417592,400395,16700,2733,0.1636927754976536,18174450,18-24
CAM-268,Influencer Promo,Email,2024-05-08,2024-05-28,333494,179870,7502,590,0.07872570524740642,4176610,35-44
CAM-269,TV Campaign X,App,2024-08-04,2024-08-30,343569,79601,3320,245,0.0738890072669627,1968820,45-54
CAM-270,Holiday Discount,Influencer,2024-03-01,2024-03-25,439852,406491,16954,1048,0.061851078597409626,7846376,25-34
CAM-271,Product Launch,TV,2024-04-13,2024-04-29,358264,448790,18719,811,0.043342216080362365,1669038,18-24
CAM-272,Holiday Discount,Email,2024-02-11,2024-02-19,387033,315001,13138,869,0.06616335098301789,2648712,35-44
CAM-273,New Year Sale,Email,2024-01-25,2024-02-22,454865,392699,16379,1375,0.0839575547252998,9783125,35-44
CAM-274,App Promo,Influencer,2024-02-08,2024-02-15,437826,499700,20842,2945,0.1413189574662315,15455360,18-24
CAM-275,Black Friday Deal,TV,2024-10-17,2024-10-27,151130,287844,12006,375,0.03126167159950129,1303500,18-24
CAM-276,Social Media Blitz,TV,2024-05-10,2024-05-30,265948,262927,10966,634,0.057891249139761736,3552302,45-54
CAM-277,Black Friday Deal,App,2024-08-16,2024-08-23,346781,437680,18255,3023,0.16562425525250177,13763719,18-24
CAM-278,Black Friday Deal,TV,2024-04-17,2024-05-07,481249,178423,7442,345,0.04644594624507874,420900,45-54
CAM-279,TV Campaign X,TV,2024-06-20,2024-07-12,342338,98330,4101,334,0.08167612637405389,1943212,45-54
CAM-280,Product Launch,TV,2024-04-11,2024-05-09,349061,230391,9609,1687,0.17563860593446523,13819904,55+
CAM-281,Influencer Promo,Social Media,2024-12-19,2025-01-08,74200,218606,9118,436,0.04788655600581968,2451628,35-44
CAM-282,Product Launch,App,2024-01-12,2024-02-07,115848,412085,17188,599,0.03489263041127418,5001051,35-44
CAM-283,Social Media Blitz,Email,2024-10-01,2024-10-10,116022,196387,8191,878,0.10721683911440197,5810604,35-44
CAM-284,TV Campaign X,Influencer,2024-04-10,2024-04-19,187691,246133,10266,764,0.07443551203013656,6271676,55+
CAM-285,App Promo,Email,2024-02-13,2024-02-28,420370,491904,20517,2491,0.12141350560709376,13889816,45-54
CAM-286,Black Friday Deal,App,2024-10-31,2024-11-12,422755,419170,17483,2879,0.16468488028702552,8265609,45-54
CAM-287,New Year Sale,Influencer,2024-01-17,2024-02-05,266453,167627,6991,312,0.044686727867493774,2781480,18-24
CAM-288,TV Campaign X,App,2024-11-25,2024-12-22,332202,330497,13785,1716,0.12452583521977131,4224792,55+
CAM-289,Email Campaign A,TV,2024-02-26,2024-03-05,72068,480406,20037,2223,0.11099157687017552,14496183,18-24
CAM-290,Holiday Discount,Influencer,2024-11-06,2024-11-20,480529,443242,18487,849,0.04593418148237592,8096064,55+
CAM-291,Product Launch,TV,2024-10-29,2024-11-25,372076,367916,15345,2030,0.13231972739521683,18749080,18-24
CAM-292,TV Campaign X,Email,2024-01-12,2024-01-20,171445,183048,7634,528,0.0692552752149389,4653264,25-34
CAM-293,Email Campaign A,Email,2024-11-13,2024-11-23,174226,478794,19970,2152,0.10781017733792227,6602336,35-44
CAM-294,Influencer Promo,Influencer,2024-03-20,2024-04-10,147103,358646,14959,520,0.034809018369871145,3511560,35-44
CAM-295,Social Media Blitz,Influencer,2024-08-03,2024-08-13,234605,381087,15895,1632,0.10272513029845216,13442784,45-54
CAM-296,Social Media Blitz,App,2024-12-04,2024-12-23,213047,376994,15724,1181,0.07516342424770767,9466896,25-34
CAM-297,Black Friday Deal,App,2024-09-20,2024-10-08,294929,50095,2089,351,0.1680286180133638,2524041,35-44
CAM-298,Black Friday Deal,TV,2024-05-28,2024-06-16,482144,150342,6270,189,0.03025617085952629,475146,45-54
CAM-299,TV Campaign X,Influencer,2024-03-21,2024-04-10,259768,166980,6964,664,0.0953493094852994,2389072,25-34
CAM-300,TV Campaign X,Email,2024-08-02,2024-08-28,169741,282667,11790,1208,0.10251765634365885,2417208,35-44
CAM-301,App Promo,App,2024-07-16,2024-08-09,104475,67433,2812,423,0.15050109373384138,859959,18-24
CAM-302,Holiday Discount,App,2024-07-18,2024-07-30,12282,445284,18572,2291,0.12337176351623799,18096609,55+
CAM-303,Summer Sale,Email,2024-01-25,2024-02-11,175696,24991,1042,145,0.1400982206949526,1372425,25-34
CAM-304,Influencer Promo,App,2024-03-29,2024-04-06,189510,277919,11592,1853,0.15986887141731612,11212503,45-54
CAM-305,Black Friday Deal,TV,2024-09-24,2024-10-23,230972,476017,19854,3478,0.17519653525847398,19045528,25-34
CAM-306,Summer Sale,Influencer,2024-05-22,2024-06-16,339678,352139,14687,1123,0.0764975894100447,1659794,45-54
CAM-307,Summer Sale,Email,2024-02-28,2024-03-24,172777,459466,19164,2239,0.11684408696550255,3392085,25-34
CAM-308,Holiday Discount,Influencer,2024-12-30,2025-01-10,441460,152745,6371,1090,0.17121945411905598,2388190,45-54
CAM-309,New Year Sale,App,2024-01-26,2024-02-20,347108,127808,5330,1055,0.19810120357371017,7698335,35-44
CAM-310,New Year Sale,App,2024-02-16,2024-02-24,178509,163128,6804,1225,0.18011347598787739,1556975,18-24
CAM-311,Black Friday Deal,Email,2024-10-14,2024-10-30,218944,142686,5951,516,0.08686410727238783,4816344,35-44
CAM-312,Email Campaign A,TV,2024-09-22,2024-09-30,478094,499772,20845,1149,0.05512997309935708,10085922,18-24
CAM-313,Holiday Discount,Social Media,2024-01-16,2024-02-02,129006,12415,517,55,0.10809065673318599,385440,35-44
CAM-314,Holiday Discount,Email,2024-07-17,2024-08-10,246440,486907,20309,3117,0.1534954613304876,28012479,35-44
CAM-315,Product Launch,Social Media,2024-10-08,2024-10-29,214054,251038,10470,1137,0.10866243273559358,4925484,25-34
CAM-316,Summer Sale,Social Media,2024-03-26,2024-04-10,322727,442100,18440,1972,0.10697255539646035,3523964,55+
CAM-317,Product Launch,TV,2024-09-06,2024-10-05,310536,415180,17317,2959,0.1708814757947241,21369898,45-54
CAM-318,Summer Sale,Social Media,2024-09-26,2024-10-21,17461,435942,18183,1546,0.08505268023209356,2507612,45-54
CAM-319,New Year Sale,Social Media,2024-11-30,2024-12-15,110123,259205,10811,1889,0.17476304146609623,9144649,45-54
CAM-320,Black Friday Deal,TV,2024-04-26,2024-05-05,282660,304188,12687,1182,0.09322486417131025,5527032,18-24
CAM-321,Influencer Promo,Social Media,2024-01-07,2024-02-03,482501,193221,8059,637,0.0790819590221011,2275364,45-54
CAM-322,New Year Sale,Social Media,2024-05-16,2024-05-31,158586,173616,7241,736,0.10171818401594583,5825440,45-54
CAM-323,Holiday Discount,Social Media,2024-06-24,2024-07-14,393395,54976,2293,360,0.1572404525614763,2171880,25-34
CAM-324,Influencer Promo,Email,2024-11-23,2024-12-18,439484,430468,17954,766,0.04268036501551897,6731608,35-44
CAM-325,TV Campaign X,Email,2024-11-10,2024-11-23,493702,270976,11302,625,0.055355458856963136,3883750,45-54
CAM-326,Influencer Promo,Email,2024-08-02,2024-08-24,241496,226883,9463,1809,0.19126006861935657,10333008,55+
CAM-327,Influencer Promo,TV,2024-03-22,2024-04-13,177860,216509,9030,465,0.05158849292864433,495690,45-54
CAM-328,New Year Sale,App,2024-08-10,2024-08-17,216821,301292,12566,1535,0.12219091722758985,13098155,18-24
CAM-329,Holiday Discount,Social Media,2024-04-12,2024-04-22,202121,459456,19164,2381,0.12427660399914883,13371696,18-24
CAM-330,Influencer Promo,Social Media,2024-09-29,2024-10-09,334637,244241,10187,1101,0.10813240316904407,2356140,18-24
CAM-331,New Year Sale,TV,2024-01-14,2024-01-27,46027,224526,9365,1274,0.13605414474382735,8574020,45-54
CAM-332,New Year Sale,Social Media,2024-06-07,2024-06-21,365691,379374,15823,971,0.06136881064357132,8219515,25-34
CAM-333,Influencer Promo,Email,2024-05-31,2024-06-23,183921,352220,14691,1755,0.1194792081998147,9601605,55+
CAM-334,Summer Sale,App,2024-04-17,2024-04-28,372271,475332,19826,1724,0.0869911859444415,7480436,45-54
CAM-335,Holiday Discount,Influencer,2024-07-06,2024-07-19,158930,451675,18839,2620,0.13910010673325404,4055760,25-34
CAM-336,Social Media Blitz,Social Media,2024-10-27,2024-11-22,225234,305546,12744,578,0.045420237807166905,5014150,25-34
CAM-337,Influencer Promo,Email,2024-04-07,2024-05-03,89003,193799,8083,992,0.12275793503110574,9189888,45-54
CAM-338,Product Launch,Influencer,2024-05-10,2024-05-20,193467,43578,1817,96,0.053348663968998275,115008,45-54
CAM-339,Product Launch,App,2024-10-19,2024-10-31,49758,95453,3981,279,0.07015575136070655,438309,25-34
CAM-340,TV Campaign X,Influencer,2024-06-19,2024-07-02,326456,420534,17540,1041,0.05936776405824498,1863390,25-34
CAM-341,Holiday Discount,Email,2024-07-01,2024-07-25,340814,342859,14300,756,0.05291080037638708,1643544,25-34
CAM-342,New Year Sale,Influencer,2024-12-29,2025-01-09,92279,213859,8920,1504,0.16862797128092005,1771712,45-54
CAM-343,App Promo,TV,2024-02-08,2024-03-05,25434,116435,4856,346,0.07142736217896027,1122424,25-34
CAM-344,Black Friday Deal,Influencer,2024-01-15,2024-01-24,205119,221101,9222,1723,0.1868822807356009,8763178,18-24
CAM-345,Email Campaign A,Social Media,2024-01-04,2024-01-17,450991,156538,6529,1270,0.19458677456213436,2202180,45-54
CAM-346,App Promo,Social Media,2024-12-14,2025-01-11,347913,362886,15136,1859,0.12282688458867753,13444288,18-24
CAM-347,Holiday Discount,TV,2024-07-28,2024-08-17,255754,50475,2105,96,0.045740202079830754,172608,35-44
CAM-348,Holiday Discount,Email,2024-06-09,2024-06-22,338821,327286,13651,1193,0.08741868380832464,10260993,45-54
CAM-349,Influencer Promo,Social Media,2024-01-16,2024-01-27,93555,221232,9227,1509,0.16359180740267854,15058311,35-44
CAM-350,Influencer Promo,App,2024-04-17,2024-05-15,138379,162636,6783,584,0.0861303311654727,2216280,25-34
CAM-351,App Promo,Social Media,2024-11-06,2024-11-17,226992,158484,6610,235,0.035663099294501975,1313180,25-34
CAM-352,New Year Sale,Social Media,2024-08-14,2024-09-12,249511,98526,4109,493,0.12022128396707385,4090421,55+
CAM-353,TV Campaign X,Email,2024-06-18,2024-06-26,186806,56001,2335,401,0.17212175326928628,1637684,25-34
CAM-354,Influencer Promo,Influencer,2024-02-03,2024-03-01,373809,324793,13547,2211,0.16326674968583044,3827241,35-44
CAM-355,Email Campaign A,Social Media,2024-09-07,2024-10-05,491719,197029,8218,423,0.05152216522346359,900567,25-34
CAM-356,Email Campaign A,TV,2024-09-03,2024-09-15,443819,433733,18091,2552,0.14109763059424402,6647960,45-54
CAM-357,TV Campaign X,Influencer,2024-09-25,2024-10-16,479924,149228,6224,371,0.05969076741841649,1459143,25-34
CAM-358,Summer Sale,App,2024-05-20,2024-06-16,485142,421280,17571,1041,0.05927735621939101,9906156,55+
CAM-359,Summer Sale,Email,2024-09-30,2024-10-16,78803,30711,1280,226,0.17733291919493333,1372724,25-34
CAM-360,Holiday Discount,App,2024-04-05,2024-05-04,442548,35106,1464,95,0.06494041149324144,769405,35-44
CAM-361,Influencer Promo,Influencer,2024-08-14,2024-08-27,363847,332602,13872,934,0.06738452237324202,2325660,35-44
CAM-362,Product Launch,Influencer,2024-02-08,2024-02-19,293456,414805,17301,348,0.02011761033703392,658764,25-34
CAM-363,App Promo,Influencer,2024-10-28,2024-11-04,234448,487488,20333,3593,0.1767204261425932,8587270,35-44
CAM-364,Social Media Blitz,App,2024-01-29,2024-02-17,487742,397573,16582,2697,0.16266706637764425,11837133,35-44
CAM-365,TV Campaign X,Influencer,2024-11-13,2024-12-10,185251,222583,9284,1234,0.13291920831632206,6464926,55+
CAM-366,Holiday Discount,App,2024-09-01,2024-09-25,212514,368898,15386,2385,0.15504783750899162,13067415,45-54
CAM-367,Product Launch,Influencer,2024-08-23,2024-09-11,255404,143286,5976,283,0.04736874213640853,923429,55+
CAM-368,Influencer Promo,TV,2024-07-03,2024-07-30,127961,232189,9684,992,0.10249824702576359,4396544,18-24
CAM-369,Product Launch,Influencer,2024-09-28,2024-10-25,312523,483947,20185,1679,0.08321948972278057,5659909,55+
CAM-370,Product Launch,App,2024-08-23,2024-09-16,27297,131479,5484,202,0.03687977472626297,1073024,25-34
CAM-371,TV Campaign X,Social Media,2024-08-26,2024-09-06,274155,425343,17741,1907,0.10750348733868635,4796105,45-54
CAM-372,Holiday Discount,Influencer,2024-09-22,2024-10-11,130234,141213,5890,1093,0.18573313706167438,8007318,25-34
CAM-373,New Year Sale,Social Media,2024-12-24,2025-01-03,54014,33884,1413,38,0.027210641429125007,307344,18-24
CAM-374,Email Campaign A,TV,2024-12-05,2024-12-28,253166,488637,20381,1476,0.0724629644288829,9720936,45-54
CAM-375,App Promo,Email,2024-03-05,2024-03-14,414954,269852,11255,645,0.05735736851702662,2526465,35-44
CAM-376,Holiday Discount,TV,2024-06-25,2024-07-18,366477,285519,11909,748,0.06286639765982534,5034788,55+
CAM-377,Social Media Blitz,Influencer,2024-01-03,2024-01-20,188570,20088,837,153,0.18351821933828755,1328958,25-34
CAM-378,Product Launch,Social Media,2024-05-21,2024-06-17,268864,324759,13545,1412,0.10425242976217224,3059804,18-24
CAM-379,New Year Sale,Social Media,2024-06-06,2024-07-02,283264,377282,15736,1635,0.1039338943291674,15208770,35-44
CAM-380,TV Campaign X,App,2024-11-19,2024-12-18,411983,181118,7554,1185,0.15690361564195082,7239165,55+
CAM-381,Black Friday Deal,Social Media,2024-05-25,2024-06-21,294996,277158,11560,552,0.04780859672088665,2940504,35-44
CAM-382,App Promo,App,2024-10-19,2024-10-29,351383,200497,8362,900,0.10770776373800915,6129000,55+
CAM-383,App Promo,Email,2024-06-01,2024-06-09,404145,401489,16746,1631,0.09739733854179076,7592305,45-54
CAM-384,Email Campaign A,Influencer,2024-07-11,2024-08-06,218559,183207,7641,973,0.12744392429839813,4663589,35-44
CAM-385,Black Friday Deal,App,2024-03-13,2024-04-04,101575,369986,15432,3085,0.19992038658507896,23871730,35-44
CAM-386,Influencer Promo,Email,2024-10-31,2024-11-24,105040,429097,17897,2836,0.15850080093476848,7308372,35-44
CAM-387,Black Friday Deal,Social Media,2024-12-09,2024-12-23,158510,495238,20656,1892,0.09161582654313691,6092240,45-54
CAM-388,Product Launch,Social Media,2024-05-19,2024-05-28,189587,83077,3465,585,0.16895954940932847,1187550,18-24
CAM-389,Product Launch,Email,2024-07-05,2024-07-20,15744,144784,6038,306,0.05072750539624644,2353446,55+
CAM-390,Product Launch,Social Media,2024-10-19,2024-11-14,224892,210776,8791,224,0.025483463535612823,1118208,35-44
CAM-391,Product Launch,Email,2024-03-01,2024-03-13,445633,320018,13348,758,0.056800707043569154,1450054,45-54
CAM-392,Holiday Discount,App,2024-07-16,2024-08-01,410285,74087,3090,251,0.08127408010056675,1846858,18-24
CAM-393,App Promo,App,2024-10-21,2024-11-17,314503,279441,11655,1304,0.1119045363427208,4148024,55+
CAM-394,Black Friday Deal,Email,2024-11-14,2024-11-30,160871,245341,10233,1337,0.13072324529741597,5611389,45-54
CAM-395,App Promo,App,2024-10-28,2024-11-16,370890,294272,12274,2257,0.1839090290985959,15889280,55+
CAM-396,Social Media Blitz,App,2024-12-09,2025-01-01,234834,73368,3060,342,0.1117737217190824,842004,35-44
CAM-397,Black Friday Deal,App,2024-01-11,2024-01-26,130906,492235,20531,2263,0.1102296160326313,18187731,18-24
CAM-398,Holiday Discount,TV,2024-03-02,2024-03-25,211260,485815,20263,588,0.029043741768136785,3524472,45-54
CAM-399,Social Media Blitz,Influencer,2024-11-28,2024-12-13,230931,224571,9366,246,0.02628407947812029,1551768,18-24
CAM-400,App Promo,Social Media,2024-08-13,2024-08-28,263593,346102,14436,1720,0.11920879314494699,12420120,35-44
CAM-401,Social Media Blitz,TV,2024-06-01,2024-06-08,248746,300064,12515,1237,0.09887215038470203,10007330,18-24
CAM-402,Email Campaign A,App,2024-07-17,2024-07-25,17597,256514,10699,1830,0.17105247109645375,16047270,18-24
CAM-403,Social Media Blitz,Email,2024-02-21,2024-03-14,319237,409372,17075,835,0.048922325248132136,1408645,25-34
CAM-404,Black Friday Deal,App,2024-09-16,2024-09-23,440442,147180,6138,150,0.024494899181068928,849150,18-24
CAM-405,Product Launch,Influencer,2024-02-28,2024-03-15,213199,430061,17937,1808,0.10082697822742268,5232352,55+
CAM-406,Product Launch,App,2024-03-12,2024-04-05,386794,401016,16726,1049,0.06274614021540635,8800061,45-54
CAM-407,Influencer Promo,Email,2024-05-27,2024-06-10,494585,264904,11049,319,0.028930587200990742,1889118,25-34
CAM-408,App Promo,Influencer,2024-12-14,2025-01-10,218434,440928,18391,2766,0.15042769163257322,20252652,45-54
CAM-409,Email Campaign A,App,2024-03-03,2024-03-20,167489,400826,16718,670,0.04008673999230455,2802610,45-54
CAM-410,Black Friday Deal,Influencer,2024-11-05,2024-12-04,421909,82603,3445,446,0.12949751000139892,2139462,35-44
CAM-411,Black Friday Deal,Social Media,2024-08-30,2024-09-07,482890,38872,1621,114,0.07058895503004005,704292,35-44
CAM-412,TV Campaign X,Social Media,2024-11-25,2024-12-09,393100,277872,11590,593,0.05122928906390397,2946024,25-34
CAM-413,Summer Sale,App,2024-04-16,2024-05-14,125598,362246,15109,1334,0.08835527412547715,4957144,35-44
CAM-414,App Promo,Influencer,2024-08-13,2024-08-27,260100,493535,20585,3381,0.16426023972013165,4023390,35-44
CAM-415,Black Friday Deal,Email,2024-11-08,2024-12-01,268589,389193,16233,1470,0.0905768438428231,3432450,35-44
CAM-416,New Year Sale,App,2024-08-05,2024-08-26,194233,287727,12001,1861,0.15513853685799003,17085841,45-54
CAM-417,Black Friday Deal,Social Media,2024-08-28,2024-09-20,262388,90774,3786,161,0.04258753342384713,221858,25-34
CAM-418,TV Campaign X,Social Media,2024-09-15,2024-10-14,143241,405479,16912,2690,0.15909885553971426,12990010,45-54
CAM-419,Social Media Blitz,App,2024-09-18,2024-10-07,225164,393518,16413,1028,0.06264799848319676,7586640,55+
CAM-420,Holiday Discount,Influencer,2024-01-05,2024-01-30,163124,203522,8488,1204,0.1419307633799971,1944460,45-54
CAM-421,Holiday Discount,Social Media,2024-09-17,2024-09-28,475065,225357,9399,1145,0.12184067987137936,3812850,55+
CAM-422,New Year Sale,Influencer,2024-02-23,2024-03-12,214923,417672,17421,3262,0.18724604909810375,8983548,18-24
CAM-423,New Year Sale,Social Media,2024-02-16,2024-02-23,18036,358262,14943,1340,0.08971805323555654,1960420,18-24
CAM-424,Influencer Promo,Social Media,2024-08-02,2024-08-31,41778,70942,2959,94,0.03190973399019928,495098,55+
CAM-425,Holiday Discount,TV,2024-06-25,2024-07-06,430950,18689,779,18,0.023447987399225524,74844,55+
CAM-426,Social Media Blitz,Social Media,2024-01-09,2024-01-23,164245,431150,17983,3036,0.16883454097509557,14038464,45-54
CAM-427,Holiday Discount,Email,2024-04-08,2024-04-27,171475,38276,1596,182,0.1144524147790578,1080716,55+
CAM-428,Summer Sale,App,2024-01-20,2024-02-03,469537,106968,4461,711,0.15954392933029088,4562487,25-34
CAM-429,App Promo,App,2024-08-28,2024-09-26,212747,418089,17438,1084,0.06219660800207265,7592336,18-24
CAM-430,Holiday Discount,Influencer,2024-03-01,2024-03-18,409560,280194,11686,959,0.08211507419238208,9475879,18-24
CAM-431,Product Launch,Social Media,2024-06-26,2024-07-03,28800,71216,2970,75,0.02541869699803741,495225,55+
CAM-432,Influencer Promo,Email,2024-12-03,2024-12-22,297516,220516,9197,1775,0.1930686184233402,5701300,35-44
CAM-433,TV Campaign X,Influencer,2024-03-02,2024-03-27,333660,351184,14647,2053,0.14021622320614643,14617360,35-44
CAM-434,New Year Sale,TV,2024-05-24,2024-06-02,292682,26644,1111,208,0.18797691579667514,1418144,55+
CAM-435,Summer Sale,Influencer,2024-08-03,2024-08-26,336062,67021,2795,189,0.06778935333723303,261198,25-34
CAM-436,New Year Sale,Influencer,2024-01-03,2024-01-14,418189,173197,7224,939,0.13006345002061895,3057384,35-44
CAM-437,Influencer Promo,Social Media,2024-06-08,2024-07-04,343299,465115,19400,2757,0.1421299942926748,6649884,55+
CAM-438,Black Friday Deal,TV,2024-08-14,2024-09-10,241312,47291,1972,152,0.07715894604636593,1086192,25-34
CAM-439,Summer Sale,Influencer,2024-09-25,2024-10-09,69500,433276,18072,3120,0.17265966230281343,4277520,25-34
CAM-440,Email Campaign A,Email,2024-04-29,2024-05-19,177647,399754,16673,3176,0.19048906332204463,21615856,45-54
CAM-441,Summer Sale,Email,2024-03-29,2024-04-08,246527,434392,18118,3248,0.1792739211852808,21323120,25-34
CAM-442,Influencer Promo,App,2024-11-24,2024-12-11,445477,308664,12874,1970,0.15303205566908706,19309940,35-44
CAM-443,TV Campaign X,TV,2024-03-08,2024-04-03,120659,30675,1279,89,0.06994364235049173,828323,35-44
CAM-444,Summer Sale,TV,2024-12-22,2025-01-12,37716,154359,6438,455,0.07069088757901372,3838835,55+
CAM-445,Influencer Promo,App,2024-04-07,2024-05-02,406452,267318,11149,2156,0.19340485768028684,3117576,55+
CAM-446,Social Media Blitz,Influencer,2024-09-23,2024-10-06,419064,97268,4057,88,0.021851209268424567,210408,25-34
CAM-447,App Promo,TV,2024-04-14,2024-05-09,12352,302142,12602,1876,0.148888995183586,4389840,18-24
CAM-448,Holiday Discount,Email,2024-11-18,2024-12-13,143004,189384,7899,1162,0.14712430925994718,4577118,45-54
CAM-449,Social Media Blitz,Email,2024-05-02,2024-05-19,348593,410328,17114,2260,0.13208411737096354,15749940,18-24
CAM-450,Influencer Promo,Social Media,2024-01-29,2024-02-09,18556,110410,4605,912,0.19821959229563585,5301456,25-34
CAM-451,Product Launch,TV,2024-05-16,2024-05-27,271973,342369,14280,1087,0.07613829843747055,4966503,25-34
CAM-452,Black Friday Deal,Influencer,2024-07-13,2024-08-10,358980,311958,13011,1056,0.08119493548278468,6815424,18-24
CAM-453,Holiday Discount,App,2024-08-13,2024-08-27,146570,352235,14691,502,0.03420909253038,2083300,45-54
CAM-454,Product Launch,App,2024-11-27,2024-12-13,217190,317863,13258,1321,0.09970366457787276,9793894,18-24
CAM-455,TV Campaign X,Influencer,2024-06-18,2024-06-30,60098,134887,5626,376,0.06698873472227267,2127032,55+
CAM-456,New Year Sale,Social Media,2024-01-09,2024-01-30,467602,301063,12557,1027,0.08180960639197597,8161569,35-44
CAM-457,Email Campaign A,App,2024-02-09,2024-03-02,384313,340299,14193,2415,0.170222922246013,21597345,55+
CAM-458,Holiday Discount,TV,2024-01-25,2024-02-17,150641,338713,14127,2661,0.18838721243494924,12405582,35-44
CAM-459,Social Media Blitz,Social Media,2024-09-17,2024-10-01,257199,308472,12866,687,0.05343195296093342,3766134,25-34
CAM-460,Black Friday Deal,TV,2024-08-13,2024-08-27,136060,206554,8615,749,0.08705160767962387,4341953,45-54
CAM-461,Product Launch,Email,2024-05-03,2024-05-18,197954,291762,12169,2277,0.18715350118077095,13816836,18-24
CAM-462,Influencer Promo,Social Media,2024-02-07,2024-02-15,211465,39675,1654,51,0.031125522924060074,330480,45-54
CAM-463,Holiday Discount,App,2024-11-23,2024-12-14,140544,286063,11931,436,0.03662489506004814,3938388,18-24
CAM-464,New Year Sale,Social Media,2024-09-07,2024-10-01,10340,271317,11316,557,0.04930237805712129,1104531,55+
CAM-465,Influencer Promo,Social Media,2024-06-24,2024-07-03,185021,376513,15704,1996,0.12713831014283747,13187572,55+
CAM-466,Product Launch,Social Media,2024-03-30,2024-04-22,92302,293544,12243,576,0.047085008781079546,5496768,18-24
CAM-467,Black Friday Deal,Social Media,2024-02-06,2024-02-16,465659,186517,7779,1511,0.19425374866113204,4392477,45-54
